                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.75306,                0.60817,                 1.1228,                 0.9148,                0.92326,                0.96602,                0.77364,                0.72115,                0.60602,                 1.1333,              0.0013512,              0.0013512,              0.0013512
                     13,                0.75528,                0.63057,                 1.1425,                0.90496,                0.85406,                0.97066,                0.78413,                0.68399,                0.71986,                 1.0903,              0.0013441,              0.0013441,              0.0013441
                     14,                0.75784,                0.60966,                 1.1135,                0.92182,                0.95112,                0.96206,                0.79258,                0.66071,                0.57354,                 1.0717,               0.001337,               0.001337,               0.001337
                     15,                0.76562,                0.62439,                 1.1454,                 0.9137,                0.88106,                0.94015,                0.75241,                0.73408,                0.58735,                 1.1341,                0.00133,                0.00133,                0.00133
                     16,                0.75832,                0.63747,                   1.13,                0.92177,                0.94852,                0.97443,                0.79791,                0.67078,                0.55492,                 1.0919,              0.0013229,              0.0013229,              0.0013229
                     17,                0.73713,                0.60184,                 1.1247,                0.93321,                0.89507,                0.96807,                0.79951,                0.68923,                0.54757,                 1.1246,              0.0013158,              0.0013158,              0.0013158
                     18,                0.73264,                0.59467,                 1.1294,                0.92565,                0.88115,                0.95728,                0.78945,                0.67621,                0.57743,                 1.0968,              0.0013087,              0.0013087,              0.0013087
                     19,                0.73579,                0.61619,                 1.1204,                0.96439,                  0.917,                0.98344,                0.83086,                0.63933,                0.50179,                 1.0545,              0.0013017,              0.0013017,              0.0013017
                     20,                0.74164,                0.58357,                   1.12,                0.90999,                0.89794,                0.95634,                0.78564,                0.67181,                0.60964,                 1.0832,              0.0012946,              0.0012946,              0.0012946
                     21,                0.71267,                0.56835,                 1.0891,                0.91124,                0.94975,                0.97643,                0.82363,                0.62145,                0.53722,                 1.0376,              0.0012875,              0.0012875,              0.0012875
                     22,                0.73558,                0.60946,                 1.1236,                0.91792,                 0.9438,                0.97588,                0.81289,                0.65678,                0.55592,                 1.0648,              0.0012805,              0.0012805,              0.0012805
                     23,                0.76776,                0.63358,                 1.1471,                0.93402,                0.84336,                0.95261,                0.79021,                0.65636,                0.63349,                   1.07,              0.0012734,              0.0012734,              0.0012734
                     24,                 0.7441,                0.59737,                 1.1218,                0.95667,                0.94945,                0.98357,                0.82473,                0.64016,                0.45584,                  1.044,              0.0012663,              0.0012663,              0.0012663
                     25,                0.76481,                0.62272,                 1.1441,                0.96373,                 0.9727,                0.98654,                0.83876,                0.60799,                0.44141,                 1.0349,              0.0012592,              0.0012592,              0.0012592
                     26,                0.72737,                0.59873,                 1.1074,                0.92821,                0.95896,                0.97844,                0.81339,                  0.663,                0.47304,                 1.0665,              0.0012522,              0.0012522,              0.0012522
                     27,                0.73643,                0.60918,                 1.1052,                0.94524,                0.94984,                 0.9777,                0.80558,                0.66729,                0.46252,                  1.076,              0.0012451,              0.0012451,              0.0012451
                     28,                0.73597,                0.56345,                 1.1147,                0.92729,                0.90254,                0.96021,                0.79266,                 0.6971,                0.54479,                 1.1123,               0.001238,               0.001238,               0.001238
                     29,                0.75053,                0.58262,                 1.1236,                 0.9611,                0.93777,                0.98021,                0.80785,                0.71138,                0.48726,                 1.1071,              0.0012309,              0.0012309,              0.0012309
                     30,                0.70256,                0.54324,                 1.1023,                0.96637,                 0.9779,                0.99183,                0.85065,                0.58856,                0.39981,                 1.0266,              0.0012239,              0.0012239,              0.0012239
                     31,                0.71192,                 0.5709,                 1.1115,                0.95127,                0.96311,                 0.9865,                0.82554,                0.62894,                0.44583,                 1.0569,              0.0012168,              0.0012168,              0.0012168
                     32,                0.69464,                0.55474,                  1.088,                 0.9553,                0.96882,                0.98779,                0.84272,                0.59502,                0.43523,                 1.0309,              0.0012097,              0.0012097,              0.0012097
                     33,                0.72065,                  0.554,                    1.1,                0.96591,                0.96943,                0.99112,                0.84372,                0.60962,                0.43678,                 1.0448,              0.0012026,              0.0012026,              0.0012026
                     34,                0.69815,                0.53411,                 1.0965,                0.97086,                0.97365,                0.98899,                0.84229,                0.58715,                0.40335,                  1.018,              0.0011956,              0.0011956,              0.0011956
                     35,                0.69948,                0.55727,                 1.0813,                0.96026,                 0.9713,                0.98542,                0.84948,                0.58086,                  0.415,                 1.0125,              0.0011885,              0.0011885,              0.0011885
                     36,                0.72386,                0.56598,                 1.1023,                0.95179,                0.97381,                0.98548,                0.84054,                0.58934,                0.42812,                 1.0227,              0.0011814,              0.0011814,              0.0011814
                     37,                0.68784,                0.54832,                 1.0913,                0.97209,                0.96409,                0.98893,                0.85917,                0.55999,                0.39813,                  1.003,              0.0011744,              0.0011744,              0.0011744
                     38,                0.68683,                 0.5266,                 1.0873,                0.97649,                0.97024,                0.98736,                0.84175,                0.58202,                0.40383,                 1.0161,              0.0011673,              0.0011673,              0.0011673
                     39,                0.69327,                0.55849,                 1.1019,                0.97715,                0.96553,                 0.9899,                0.86104,                0.56435,                0.39177,                  1.016,              0.0011602,              0.0011602,              0.0011602
                     40,                0.69225,                0.53311,                 1.0864,                0.95244,                0.95563,                0.98427,                0.84778,                0.56722,                0.42826,                 1.0147,              0.0011531,              0.0011531,              0.0011531
                     41,                0.67072,                0.51707,                 1.0735,                0.96437,                0.94782,                0.98452,                0.84676,                0.58909,                0.43447,                 1.0254,              0.0011461,              0.0011461,              0.0011461
                     42,                0.66637,                0.53087,                 1.0664,                0.96413,                0.98307,                0.99088,                0.85625,                 0.5907,                0.41843,                 1.0267,               0.001139,               0.001139,               0.001139
                     43,                 0.6641,                 0.5209,                  1.064,                0.96643,                0.97919,                0.99117,                0.86609,                0.55601,                0.41142,                0.99744,              0.0011319,              0.0011319,              0.0011319
                     44,                0.67028,                0.50518,                 1.0878,                0.97193,                0.98374,                0.99353,                0.86808,                 0.5542,                0.38528,                 1.0014,              0.0011248,              0.0011248,              0.0011248
                     45,                0.67188,                0.51464,                 1.0764,                0.97746,                0.98522,                0.99266,                0.86134,                0.57454,                0.37319,                 1.0187,              0.0011178,              0.0011178,              0.0011178
                     46,                0.65624,                0.49519,                 1.0617,                0.97482,                0.98487,                0.99136,                0.86883,                0.56117,                0.36762,                 1.0026,              0.0011107,              0.0011107,              0.0011107
                     47,                0.68638,                0.52048,                 1.0896,                0.96913,                 0.9831,                0.99197,                0.86732,                0.55987,                0.38344,                 1.0092,              0.0011036,              0.0011036,              0.0011036
                     48,                0.67551,                 0.5238,                 1.0867,                0.97641,                0.99439,                0.99229,                0.85715,                 0.5668,                0.38107,                  1.015,              0.0010965,              0.0010965,              0.0010965
                     49,                0.65028,                0.51344,                 1.0699,                0.98906,                0.97772,                  0.993,                0.86832,                0.54859,                0.37146,                0.99456,              0.0010895,              0.0010895,              0.0010895
                     50,                0.66696,                0.51731,                 1.0664,                 0.9762,                0.96908,                 0.9914,                0.87134,                0.53056,                0.36866,                0.99599,              0.0010824,              0.0010824,              0.0010824
                     51,                 0.6428,                0.48064,                 1.0571,                0.96961,                0.98576,                0.99069,                0.87129,                0.53615,                0.35683,                  1.003,              0.0010753,              0.0010753,              0.0010753
                     52,                0.63474,                0.48033,                 1.0514,                0.98489,                0.98845,                0.99165,                0.88274,                0.51474,                0.34761,                0.98123,              0.0010682,              0.0010682,              0.0010682
                     53,                 0.6386,                0.50045,                 1.0543,                0.97765,                0.99166,                0.99455,                0.87689,                 0.5234,                0.35536,                0.98342,              0.0010612,              0.0010612,              0.0010612
                     54,                0.64536,                0.50415,                 1.0761,                0.96931,                0.97913,                0.99116,                0.87915,                0.50665,                0.37671,                0.97193,              0.0010541,              0.0010541,              0.0010541
                     55,                0.65399,                0.49803,                  1.073,                0.96073,                 0.9299,                0.99122,                0.86768,                0.55469,                0.41986,                0.99582,               0.001047,               0.001047,               0.001047
                     56,                0.63786,                0.48288,                  1.052,                0.98425,                0.99035,                0.99389,                0.88128,                0.51439,                0.33524,                0.97743,                0.00104,                0.00104,                0.00104
                     57,                 0.6407,                0.49968,                 1.0701,                0.98533,                0.99016,                0.99452,                0.89033,                0.49243,                0.31759,                 0.9585,              0.0010329,              0.0010329,              0.0010329
                     58,                0.65423,                0.50247,                 1.0815,                0.97778,                0.97405,                0.99089,                 0.8723,                0.53032,                0.35118,                0.98401,              0.0010258,              0.0010258,              0.0010258
                     59,                0.61593,                 0.4931,                  1.061,                0.96569,                0.99381,                0.99326,                0.89241,                0.49536,                0.34475,                0.96629,              0.0010187,              0.0010187,              0.0010187
                     60,                0.62554,                0.50632,                 1.0487,                0.97393,                0.97484,                0.98996,                0.88054,                0.48741,                0.35574,                0.96168,              0.0010117,              0.0010117,              0.0010117
                     61,                0.62238,                0.49409,                 1.0619,                0.97388,                0.99321,                0.99324,                0.88664,                0.49495,                0.32599,                0.97249,              0.0010046,              0.0010046,              0.0010046
                     62,                0.64331,                0.49829,                 1.0686,                0.98894,                0.99333,                 0.9946,                0.89041,                0.48351,                0.33071,                0.96699,             0.00099751,             0.00099751,             0.00099751
                     63,                 0.6173,                0.48516,                 1.0482,                0.98495,                0.99643,                0.99434,                  0.897,                0.46811,                0.33723,                0.94601,             0.00099044,             0.00099044,             0.00099044
                     64,                0.59954,                0.47391,                 1.0453,                0.98476,                0.96416,                0.99088,                 0.8949,                0.46156,                0.35038,                0.94277,             0.00098337,             0.00098337,             0.00098337
                     65,                0.63021,                0.48799,                 1.0664,                0.98488,                0.99373,                0.99393,                0.90087,                0.44283,                0.31563,                0.93324,             0.00097629,             0.00097629,             0.00097629
                     66,                 0.6196,                0.47552,                 1.0592,                0.99215,                 0.9934,                0.99186,                0.89272,                0.46714,                0.31792,                0.94557,             0.00096922,             0.00096922,             0.00096922
                     67,                0.60852,                0.47415,                 1.0439,                 0.9893,                0.98984,                0.99197,                 0.8984,                0.46191,                0.31034,                0.94604,             0.00096215,             0.00096215,             0.00096215
                     68,                0.62086,                0.49416,                 1.0562,                0.98973,                0.99361,                0.99175,                0.88966,                0.47442,                0.32062,                 0.9573,             0.00095507,             0.00095507,             0.00095507
                     69,                0.59721,                0.46378,                 1.0365,                0.96628,                0.99425,                0.99146,                0.88158,                0.49871,                 0.3333,                0.96719,               0.000948,               0.000948,               0.000948
                     70,                0.58731,                0.45042,                 1.0394,                 0.9827,                0.99002,                0.99062,                0.89635,                0.47271,                0.32007,                0.95206,             0.00094093,             0.00094093,             0.00094093
                     71,                0.62435,                0.47365,                 1.0479,                0.98861,                0.98577,                0.99392,                0.88393,                0.52395,                0.33218,                0.97584,             0.00093385,             0.00093385,             0.00093385
                     72,                0.63737,                0.48295,                 1.0549,                0.98706,                0.99122,                0.99416,                0.89569,                0.47587,                0.31489,                 0.9545,             0.00092678,             0.00092678,             0.00092678
                     73,                 0.6312,                0.48393,                  1.044,                0.98846,                0.97844,                0.99206,                0.87292,                0.52755,                0.33736,                 0.9795,              0.0009197,              0.0009197,              0.0009197
                     74,                0.64845,                0.48101,                 1.0541,                0.97917,                0.97193,                0.99195,                0.88255,                0.50286,                0.34512,                0.97895,             0.00091263,             0.00091263,             0.00091263
                     75,                0.60505,                0.48451,                 1.0518,                0.98031,                0.99173,                 0.9939,                0.89641,                0.45831,                0.30209,                0.93333,             0.00090556,             0.00090556,             0.00090556
                     76,                0.59703,                0.44461,                 1.0469,                0.98643,                0.98638,                0.99469,                0.90505,                0.45064,                 0.3053,                0.92757,             0.00089848,             0.00089848,             0.00089848
                     77,                0.61481,                0.48476,                 1.0687,                0.99106,                0.98406,                0.99424,                0.90257,                0.45142,                0.30207,                0.93138,             0.00089141,             0.00089141,             0.00089141
                     78,                0.60226,                0.46681,                 1.0497,                0.98937,                0.99301,                0.99457,                0.90121,                0.45286,                0.30034,                0.93458,             0.00088434,             0.00088434,             0.00088434
                     79,                0.57708,                0.44947,                 1.0312,                0.98459,                0.98722,                0.99392,                0.90093,                  0.456,                0.32168,                0.94108,             0.00087726,             0.00087726,             0.00087726
                     80,                0.60953,                 0.4643,                 1.0526,                0.99793,                0.99462,                  0.995,                0.90183,                0.45238,                0.29802,                0.93068,             0.00087019,             0.00087019,             0.00087019
                     81,                0.58295,                0.44773,                 1.0408,                0.98736,                0.99382,                0.99474,                0.91086,                0.43207,                0.29821,                0.91749,             0.00086312,             0.00086312,             0.00086312
                     82,                0.58924,                0.44833,                 1.0348,                0.99751,                0.99358,                0.99377,                0.90093,                0.43583,                0.27984,                0.91249,             0.00085604,             0.00085604,             0.00085604
                     83,                0.58745,                0.43522,                  1.024,                0.99529,                0.99401,                0.99229,                0.92052,                0.41584,                0.27479,                0.90593,             0.00084897,             0.00084897,             0.00084897
                     84,                0.58974,                0.43099,                 1.0238,                0.99722,                 0.9949,                0.99258,                0.91995,                0.41777,                0.27307,                0.91178,              0.0008419,              0.0008419,              0.0008419
                     85,                0.58578,                0.44724,                 1.0343,                0.99867,                0.99563,                0.99235,                0.91834,                0.43106,                0.27648,                0.92263,             0.00083482,             0.00083482,             0.00083482
                     86,                0.56966,                0.43814,                 1.0276,                0.99763,                0.99436,                0.99365,                0.92439,                0.41269,                0.27672,                0.91563,             0.00082775,             0.00082775,             0.00082775
                     87,                0.57715,                0.41588,                 1.0399,                0.97004,                0.97671,                0.99026,                0.90447,                0.44676,                0.33579,                0.92992,             0.00082067,             0.00082067,             0.00082067
                     88,                0.54377,                0.41791,                 1.0149,                0.99217,                0.99436,                0.99433,                0.91536,                0.41984,                0.29009,                0.91391,              0.0008136,              0.0008136,              0.0008136
                     89,                0.55703,                 0.4482,                 1.0157,                0.99423,                  0.998,                0.99494,                0.91261,                0.42372,                0.28465,                0.91558,             0.00080653,             0.00080653,             0.00080653
                     90,                  0.547,                0.41884,                      1,                0.99672,                0.99404,                0.99494,                0.90989,                0.43975,                0.28119,                0.91877,             0.00079945,             0.00079945,             0.00079945
                     91,                0.57742,                0.44166,                 1.0428,                 0.9891,                0.99123,                0.99483,                0.91399,                0.44849,                0.28703,                0.92877,             0.00079238,             0.00079238,             0.00079238
                     92,                0.57401,                0.42694,                 1.0256,                0.98791,                0.98681,                0.99467,                0.91721,                 0.4263,                0.28574,                0.91981,             0.00078531,             0.00078531,             0.00078531
                     93,                 0.5639,                0.43472,                 1.0216,                0.99268,                0.99478,                0.99432,                0.92587,                 0.4103,                0.27881,                0.90702,             0.00077823,             0.00077823,             0.00077823
                     94,                 0.5764,                0.44054,                 1.0295,                0.99269,                0.99063,                0.99458,                0.92475,                0.40769,                0.27631,                0.90643,             0.00077116,             0.00077116,             0.00077116
                     95,                0.54657,                0.43015,                 1.0175,                0.99446,                0.99361,                 0.9946,                0.91153,                0.41686,                0.29048,                 0.9162,             0.00076409,             0.00076409,             0.00076409
                     96,                0.55285,                0.43026,                 1.0135,                0.99186,                0.99147,                0.99449,                 0.9226,                 0.4028,                0.28376,                0.90487,             0.00075701,             0.00075701,             0.00075701
                     97,                0.53059,                0.41503,                 1.0124,                0.98821,                0.99766,                 0.9939,                0.92707,                0.39049,                0.27352,                0.90207,             0.00074994,             0.00074994,             0.00074994
                     98,                0.56293,                0.42552,                 1.0167,                 0.9922,                0.99601,                0.99324,                0.92693,                0.39033,                0.27947,                0.89738,             0.00074287,             0.00074287,             0.00074287
                     99,                0.53064,                0.41324,                 1.0009,                0.99483,                0.99202,                0.99438,                0.91727,                0.40449,                  0.279,                0.90346,             0.00073579,             0.00073579,             0.00073579
                    100,                 0.5681,                0.43236,                  1.022,                 0.9936,                 0.9907,                0.99451,                0.92391,                0.39107,                0.27627,                0.89948,             0.00072872,             0.00072872,             0.00072872
                    101,                0.54515,                0.42835,                 1.0216,                0.98784,                0.98982,                0.99282,                0.92332,                0.39024,                0.27373,                0.89893,             0.00072164,             0.00072164,             0.00072164
                    102,                0.54483,                0.42501,                 1.0074,                0.99553,                0.99361,                0.99484,                 0.9253,                0.39831,                0.26913,                0.90067,             0.00071457,             0.00071457,             0.00071457
                    103,                0.55748,                0.41974,                 1.0179,                0.99023,                0.99601,                0.99439,                 0.9249,                0.39298,                0.27079,                0.89589,              0.0007075,              0.0007075,              0.0007075
                    104,                0.53086,                 0.4098,                  1.012,                0.99208,                0.99392,                0.99351,                0.93553,                0.37299,                0.27049,                 0.8871,             0.00070042,             0.00070042,             0.00070042
                    105,                0.55021,                0.42209,                 1.0245,                0.99255,                0.99361,                 0.9939,                0.93009,                0.38816,                0.27297,                0.89263,             0.00069335,             0.00069335,             0.00069335
                    106,                0.56016,                0.42474,                 1.0259,                0.99793,                0.99527,                0.99401,                0.92087,                  0.399,                0.26603,                0.89989,             0.00068628,             0.00068628,             0.00068628
                    107,                0.51209,                0.39948,                 1.0034,                0.99917,                0.99654,                  0.995,                0.93145,                0.37606,                 0.2571,                0.88657,              0.0006792,              0.0006792,              0.0006792
                    108,                 0.5503,                0.40617,                 1.0123,                0.99448,                0.99764,                0.99478,                0.93549,                0.37183,                0.26044,                0.88885,             0.00067213,             0.00067213,             0.00067213
                    109,                0.52208,                0.40514,                0.99806,                0.99574,                0.99601,                 0.9945,                0.92837,                0.37867,                0.26118,                0.89412,             0.00066506,             0.00066506,             0.00066506
                    110,                0.54906,                0.41745,                  1.011,                0.99697,                0.99601,                0.99463,                0.92772,                0.39125,                0.26067,                0.89481,             0.00065798,             0.00065798,             0.00065798
                    111,                 0.5386,                0.41352,                 1.0183,                 0.9977,                  0.998,                  0.995,                0.93112,                0.37379,                0.25732,                0.89071,             0.00065091,             0.00065091,             0.00065091
                    112,                0.52512,                0.42483,                 1.0079,                0.99837,                0.99743,                  0.995,                0.93625,                0.37126,                0.25204,                0.88632,             0.00064384,             0.00064384,             0.00064384
                    113,                0.51923,                0.40497,                 1.0012,                0.99724,                  0.998,                  0.995,                0.93352,                0.37375,                 0.2517,                0.88605,             0.00063676,             0.00063676,             0.00063676
                    114,                0.52208,                0.39186,                 0.9946,                0.99612,                0.99606,                  0.995,                 0.9371,                0.36652,                0.24849,                0.88129,             0.00062969,             0.00062969,             0.00062969
                    115,                0.53071,                0.41689,                 1.0202,                0.99729,                0.99655,                  0.995,                0.94222,                0.35451,                0.24684,                 0.8785,             0.00062262,             0.00062262,             0.00062262
                    116,                0.52485,                0.39126,                 1.0092,                0.99865,                0.99756,                  0.995,                0.94352,                0.35079,                0.24309,                0.87814,             0.00061554,             0.00061554,             0.00061554
                    117,                0.50064,                0.39576,                 1.0008,                0.99728,                0.99525,                 0.9924,                0.93913,                0.36139,                0.24485,                0.87518,             0.00060847,             0.00060847,             0.00060847
                    118,                0.49282,                 0.3731,                0.98254,                0.99903,                0.99596,                0.99464,                  0.946,                0.35034,                0.23766,                0.87453,             0.00060139,             0.00060139,             0.00060139
                    119,                0.52073,                 0.3969,                 1.0023,                0.99837,                0.99581,                0.99466,                0.93922,                0.35716,                0.24087,                0.87734,             0.00059432,             0.00059432,             0.00059432
                    120,                0.50501,                0.38326,                  1.008,                0.99832,                0.99601,                0.99472,                0.94495,                0.33903,                0.23504,                0.87303,             0.00058725,             0.00058725,             0.00058725
                    121,                0.49915,                0.37736,                0.99636,                 0.9987,                0.99601,                0.99471,                0.93641,                0.37507,                0.24588,                0.88993,             0.00058017,             0.00058017,             0.00058017
                    122,                0.51501,                0.38655,                0.99314,                0.99816,                0.99361,                 0.9932,                0.93547,                0.36968,                0.24854,                0.89184,              0.0005731,              0.0005731,              0.0005731
                    123,                0.49751,                  0.382,                0.98456,                0.99814,                0.99379,                0.99292,                0.93727,                0.35893,                0.24032,                0.88083,             0.00056603,             0.00056603,             0.00056603
                    124,                0.50841,                 0.3848,                0.99376,                 0.9986,                0.99601,                0.99364,                0.93893,                0.36639,                0.23871,                0.88498,             0.00055895,             0.00055895,             0.00055895
                    125,                0.50681,                0.38587,                 1.0048,                0.99694,                0.99601,                 0.9943,                0.94722,                0.34693,                 0.2342,                0.87776,             0.00055188,             0.00055188,             0.00055188
                    126,                0.50321,                0.38102,                0.99812,                0.99671,                0.99574,                 0.9941,                0.94454,                0.34149,                0.23193,                0.87273,             0.00054481,             0.00054481,             0.00054481
                    127,                0.49982,                0.38695,                0.98728,                0.99571,                 0.9934,                0.99467,                0.93743,                0.35102,                 0.2429,                0.87595,             0.00053773,             0.00053773,             0.00053773
                    128,                   0.51,                0.39666,                 1.0101,                0.99585,                 0.9935,                0.99488,                0.94794,                0.33012,                0.23807,                0.87012,             0.00053066,             0.00053066,             0.00053066
                    129,                0.48675,                0.36829,                0.97715,                0.99526,                0.99591,                0.99492,                 0.9494,                  0.328,                0.23593,                0.87055,             0.00052359,             0.00052359,             0.00052359
                    130,                0.49148,                 0.3853,                 1.0029,                0.99696,                0.99601,                0.99496,                0.95102,                0.32377,                0.22775,                0.86429,             0.00051651,             0.00051651,             0.00051651
                    131,                0.49288,                0.37003,                0.99397,                0.99548,                0.99601,                0.99494,                0.95214,                0.32388,                   0.23,                0.86452,             0.00050944,             0.00050944,             0.00050944
                    132,                0.49552,                0.37956,                0.99277,                0.99568,                0.99601,                0.99232,                0.95544,                0.31636,                0.22745,                 0.8604,             0.00050236,             0.00050236,             0.00050236
                    133,                0.46349,                0.36895,                0.98093,                0.99559,                0.99543,                0.99231,                0.94502,                0.32866,                0.23093,                0.85944,             0.00049529,             0.00049529,             0.00049529
                    134,                0.49935,                0.37002,                 1.0032,                0.99781,                0.99601,                0.99233,                0.95907,                0.30946,                0.22207,                0.85476,             0.00048822,             0.00048822,             0.00048822
                    135,                0.47495,                 0.3726,                0.97551,                0.99911,                0.99574,                0.99241,                0.95551,                0.31292,                0.22569,                0.85932,             0.00048114,             0.00048114,             0.00048114
                    136,                0.48348,                0.37424,                0.98394,                0.99868,                0.99624,                  0.995,                0.95755,                0.30824,                0.22041,                0.85459,             0.00047407,             0.00047407,             0.00047407
                    137,                0.46741,                0.36898,                0.96279,                0.99819,                0.99601,                0.99498,                0.95894,                0.30066,                0.21846,                0.84977,               0.000467,               0.000467,               0.000467
                    138,                0.47954,                0.36639,                0.97102,                0.99675,                0.99601,                0.99496,                0.95483,                0.30666,                0.21973,                0.85335,             0.00045992,             0.00045992,             0.00045992
                    139,                0.46606,                0.36088,                0.99042,                0.99636,                0.99601,                0.99293,                0.95505,                0.31204,                0.21732,                0.85813,             0.00045285,             0.00045285,             0.00045285
                    140,                0.44507,                0.34089,                0.96309,                0.99778,                0.99601,                 0.9926,                0.95473,                0.31481,                0.22148,                0.85559,             0.00044578,             0.00044578,             0.00044578
                    141,                0.45441,                0.34413,                0.97772,                0.99838,                0.99601,                0.99494,                0.96073,                 0.3075,                0.21889,                0.85618,              0.0004387,              0.0004387,              0.0004387
                    142,                0.49404,                0.37318,                0.99189,                0.99705,                0.99601,                0.99483,                0.95942,                0.30442,                0.22064,                0.85724,             0.00043163,             0.00043163,             0.00043163
                    143,                0.48047,                0.36396,                0.97435,                0.99922,                0.99601,                0.99488,                0.96098,                0.31454,                0.22137,                0.85715,             0.00042456,             0.00042456,             0.00042456
                    144,                0.48106,                0.37179,                0.97313,                 0.9984,                0.99601,                 0.9949,                0.95858,                0.31415,                0.21761,                0.85574,             0.00041748,             0.00041748,             0.00041748
                    145,                0.47844,                0.36047,                0.98394,                0.99798,                0.99601,                0.99487,                0.95788,                0.31989,                0.22135,                0.85698,             0.00041041,             0.00041041,             0.00041041
                    146,                0.45516,                0.34953,                0.96372,                0.99566,                0.99601,                0.99478,                0.96294,                0.30422,                0.21473,                0.85304,             0.00040334,             0.00040334,             0.00040334
                    147,                0.45276,                0.34203,                 0.9647,                0.99693,                0.99601,                0.99474,                0.95785,                0.30887,                0.21611,                0.85302,             0.00039626,             0.00039626,             0.00039626
                    148,                0.46164,                0.36381,                0.97645,                0.99897,                0.99647,                  0.995,                0.96108,                0.30461,                  0.218,                0.85027,             0.00038919,             0.00038919,             0.00038919
                    149,                0.45527,                0.34287,                0.97298,                0.99843,                0.99601,                0.99494,                0.96424,                0.29149,                0.21273,                0.84385,             0.00038211,             0.00038211,             0.00038211
                    150,                0.45286,                0.34001,                0.98571,                0.99852,                0.99601,                0.99492,                0.96669,                0.28782,                0.20618,                0.84283,             0.00037504,             0.00037504,             0.00037504
                    151,                0.44828,                0.34581,                0.98162,                0.99898,                0.99601,                0.99498,                0.96808,                0.28201,                0.20059,                0.84222,             0.00036797,             0.00036797,             0.00036797
                    152,                0.43793,                0.33712,                0.97633,                 0.9985,                0.99768,                  0.995,                0.97069,                 0.2896,                0.20449,                0.84697,             0.00036089,             0.00036089,             0.00036089
                    153,                0.44427,                0.34305,                0.96541,                0.99756,                0.99619,                  0.995,                0.97028,                0.28052,                  0.203,                0.84386,             0.00035382,             0.00035382,             0.00035382
                    154,                0.44343,                0.33262,                 0.9717,                0.99739,                0.99601,                0.99464,                0.97145,                0.27756,                0.20405,                0.84292,             0.00034675,             0.00034675,             0.00034675
                    155,                0.42835,                0.33537,                0.95784,                0.99724,                0.99601,                0.99443,                 0.9694,                 0.2863,                0.20523,                0.84718,             0.00033967,             0.00033967,             0.00033967
                    156,                0.42955,                 0.3308,                0.95157,                 0.9967,                0.99601,                0.99336,                0.96298,                0.28858,                0.20408,                0.84669,              0.0003326,              0.0003326,              0.0003326
                    157,                0.44836,                0.33946,                0.96748,                 0.9971,                0.99601,                0.99332,                0.96109,                0.29614,                0.20615,                0.84742,             0.00032553,             0.00032553,             0.00032553
                    158,                0.43035,                0.33495,                0.95641,                 0.9974,                0.99601,                0.99333,                0.96592,                  0.281,                0.20176,                0.84148,             0.00031845,             0.00031845,             0.00031845
