                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.57425,                0.67719,                 1.0405,                0.99372,                0.74299,                0.80522,                0.70574,                0.44688,                0.49567,                0.92671,              0.0010395,              0.0010395,              0.0010395
                     15,                0.56497,                0.67302,                 1.0327,                0.99018,                0.73723,                0.85277,                0.72785,                0.44847,                0.50974,                0.93377,               0.001034,               0.001034,               0.001034
                     16,                0.58384,                0.67737,                 1.0418,                0.98797,                0.73565,                0.88063,                0.71935,                0.50123,                0.50048,                0.95786,              0.0010285,              0.0010285,              0.0010285
                     17,                0.55452,                0.63469,                 1.0234,                0.98418,                0.74656,                 0.8525,                0.71172,                0.50046,                0.46493,                0.96631,               0.001023,               0.001023,               0.001023
                     18,                0.57392,                  0.637,                 1.0215,                0.98899,                0.72941,                0.87166,                0.70601,                0.45341,                0.46119,                0.92243,              0.0010175,              0.0010175,              0.0010175
                     19,                0.54082,                 0.6023,                0.99804,                0.97351,                0.72753,                0.82898,                0.68408,                0.56347,                0.54284,                 1.0027,               0.001012,               0.001012,               0.001012
                     20,                0.55896,                0.61079,                 1.0151,                0.98882,                0.74522,                0.84034,                0.73909,                0.40753,                0.40662,                0.90041,              0.0010065,              0.0010065,              0.0010065
                     21,                0.53425,                0.60195,                  1.008,                0.99225,                0.73885,                 0.9883,                0.81983,                0.44166,                0.41866,                0.92086,               0.001001,               0.001001,               0.001001
                     22,                 0.5668,                0.59203,                 1.0193,                 0.9946,                0.74281,                0.97065,                0.82583,                0.42677,                0.41162,                0.91387,             0.00099551,             0.00099551,             0.00099551
                     23,                0.57279,                0.61776,                   1.04,                 0.9935,                0.74448,                0.95886,                0.79461,                0.42395,                0.40796,                0.91022,             0.00099001,             0.00099001,             0.00099001
                     24,                0.54915,                0.57038,                0.99952,                0.94346,                0.80779,                0.94519,                0.78491,                0.44382,                0.40274,                0.92136,             0.00098451,             0.00098451,             0.00098451
                     25,                0.54889,                  0.567,                 1.0154,                0.80919,                0.99468,                0.96045,                0.81183,                0.46343,                0.41483,                0.93938,             0.00097901,             0.00097901,             0.00097901
                     26,                0.54978,                0.55524,                 1.0183,                 0.8835,                0.99841,                  0.912,                 0.7908,                 0.4451,                0.38571,                0.91622,             0.00097351,             0.00097351,             0.00097351
                     27,                0.56965,                0.56353,                  1.037,                0.87566,                0.99682,                0.90044,                0.81072,                0.39796,                0.38381,                0.89402,             0.00096801,             0.00096801,             0.00096801
                     28,                 0.5614,                0.56933,                 1.0168,                0.85416,                0.99363,                0.91869,                0.76958,                0.45743,                0.39629,                0.93186,             0.00096251,             0.00096251,             0.00096251
                     29,                 0.5346,                 0.5322,                0.99762,                0.94318,                0.92836,                0.96953,                0.82787,                0.42483,                  0.371,                0.91444,             0.00095702,             0.00095702,             0.00095702
                     30,                0.53629,                0.54045,                 1.0051,                0.89653,                0.91307,                0.95843,                0.78367,                0.47831,                0.38603,                0.96433,             0.00095152,             0.00095152,             0.00095152
                     31,                0.55376,                0.54966,                  1.017,                0.96887,                0.94327,                0.97275,                  0.813,                0.46132,                0.37854,                0.92863,             0.00094602,             0.00094602,             0.00094602
                     32,                0.56163,                0.55936,                 1.0289,                0.93727,                0.94797,                0.96284,                0.83506,                0.46583,                0.38829,                0.94306,             0.00094052,             0.00094052,             0.00094052
                     33,                 0.5488,                0.52395,                 1.0107,                0.96951,                0.94822,                0.97185,                0.84989,                0.43794,                0.37769,                0.91977,             0.00093502,             0.00093502,             0.00093502
                     34,                0.50515,                0.50209,                0.98048,                0.94624,                0.94669,                0.98853,                0.86017,                0.44246,                0.37509,                 0.9354,             0.00092952,             0.00092952,             0.00092952
                     35,                0.54738,                0.53073,                 1.0091,                0.95177,                0.96498,                0.99417,                0.86343,                0.42378,                0.36086,                0.92734,             0.00092402,             0.00092402,             0.00092402
                     36,                 0.5247,                0.50486,                 1.0048,                0.95176,                0.99841,                 0.9941,                0.83941,                0.42035,                0.34752,                0.92207,             0.00091852,             0.00091852,             0.00091852
                     37,                0.56337,                0.50227,                 1.0146,                0.96842,                0.98665,                0.99305,                0.85668,                0.41072,                0.33755,                0.90718,             0.00091302,             0.00091302,             0.00091302
                     38,                0.55033,                0.52028,                 1.0134,                0.95549,                0.99522,                0.97512,                0.84692,                0.37461,                0.31762,                0.88451,             0.00090752,             0.00090752,             0.00090752
                     39,                0.54995,                0.50311,                0.99887,                0.93822,                0.99682,                0.97686,                0.86435,                0.39618,                0.31876,                0.89397,             0.00090202,             0.00090202,             0.00090202
                     40,                0.52684,                0.49334,                 1.0078,                0.93473,                0.95515,                0.96069,                0.84381,                0.40763,                0.32371,                0.89469,             0.00089652,             0.00089652,             0.00089652
                     41,                0.54187,                 0.4972,                 1.0196,                0.91874,                0.99031,                0.96577,                 0.8662,                0.37552,                0.31167,                0.88268,             0.00089102,             0.00089102,             0.00089102
                     42,                0.53428,                0.50605,                 1.0168,                0.94622,                0.95515,                0.97455,                0.86848,                0.39362,                0.31825,                0.89012,             0.00088552,             0.00088552,             0.00088552
                     43,                0.50428,                0.47003,                0.99376,                0.97832,                0.99841,                0.99498,                0.86049,                 0.3803,                 0.3033,                0.88647,             0.00088002,             0.00088002,             0.00088002
                     44,                0.51018,                0.45458,                0.98499,                0.93457,                0.99841,                0.98321,                0.84879,                0.38727,                0.30484,                0.89146,             0.00087452,             0.00087452,             0.00087452
                     45,                0.50462,                 0.4681,                0.99913,                0.95452,                0.99567,                0.97027,                0.87401,                 0.3703,                0.30341,                0.88129,             0.00086902,             0.00086902,             0.00086902
                     46,                0.52541,                 0.4642,                0.99339,                0.95014,                0.99355,                 0.9816,                0.89636,                0.37291,                0.30194,                0.87883,             0.00086352,             0.00086352,             0.00086352
                     47,                0.51609,                0.48441,                 1.0107,                0.99495,                0.98982,                0.99401,                 0.8773,                0.37542,                0.29992,                0.88698,             0.00085803,             0.00085803,             0.00085803
                     48,                0.49827,                0.46868,                0.99971,                 0.9809,                0.99682,                0.99455,                0.88696,                0.35186,                0.29208,                0.86829,             0.00085253,             0.00085253,             0.00085253
                     49,                0.50157,                0.45691,                0.98027,                0.95947,                0.99457,                0.97075,                 0.8811,                0.36106,                  0.296,                0.87559,             0.00084703,             0.00084703,             0.00084703
                     50,                0.51551,                0.47679,                  1.016,                 0.9986,                0.99016,                0.99481,                0.91181,                0.37299,                0.29843,                0.87722,             0.00084153,             0.00084153,             0.00084153
                     51,                0.52274,                0.47392,                 1.0093,                0.99365,                0.99522,                0.99479,                0.92735,                0.36753,                0.28973,                0.87348,             0.00083603,             0.00083603,             0.00083603
                     52,                0.50038,                0.45328,                0.98014,                0.98839,                0.99841,                  0.995,                 0.8979,                0.36484,                0.28717,                0.87224,             0.00083053,             0.00083053,             0.00083053
                     53,                0.51757,                0.47749,                0.99546,                0.98971,                0.99841,                0.99498,                0.89868,                 0.3847,                 0.2912,                 0.8822,             0.00082503,             0.00082503,             0.00082503
                     54,                0.50018,                0.45245,                0.98006,                0.95894,                0.99838,                0.98321,                 0.9107,                0.37281,                0.29095,                0.87312,             0.00081953,             0.00081953,             0.00081953
                     55,                0.51941,                0.45307,                0.99169,                0.95807,                0.99841,                0.99473,                0.92184,                0.36409,                 0.2949,                 0.8727,             0.00081403,             0.00081403,             0.00081403
                     56,                 0.5073,                0.44309,                 0.9875,                0.99027,                0.99841,                0.99494,                0.91849,                0.35519,                0.28623,                0.86615,             0.00080853,             0.00080853,             0.00080853
                     57,                0.49019,                0.44248,                 0.9787,                 0.9911,                0.99613,                0.99456,                0.91127,                0.37212,                0.27614,                0.87099,             0.00080303,             0.00080303,             0.00080303
                     58,                0.51882,                0.46995,                 1.0043,                 0.9892,                0.99841,                0.99489,                0.91582,                0.35819,                0.28764,                0.86985,             0.00079753,             0.00079753,             0.00079753
                     59,                0.51893,                0.44697,                0.98832,                0.98487,                0.99841,                0.99498,                0.92622,                0.35019,                0.28479,                0.86277,             0.00079203,             0.00079203,             0.00079203
                     60,                0.48964,                 0.4414,                0.97323,                0.99208,                0.99682,                0.99495,                0.94036,                0.34288,                0.27548,                0.85985,             0.00078653,             0.00078653,             0.00078653
                     61,                 0.5003,                0.44586,                0.98762,                0.98515,                0.99783,                  0.995,                 0.9468,                0.33656,                 0.2723,                0.85834,             0.00078103,             0.00078103,             0.00078103
                     62,                0.50104,                0.45657,                0.98777,                0.98845,                 0.9536,                0.97935,                0.90118,                0.35241,                0.28332,                0.86142,             0.00077553,             0.00077553,             0.00077553
                     63,                0.48688,                0.42966,                0.98924,                0.97702,                0.99682,                0.99494,                0.91481,                0.33839,                0.28125,                0.85386,             0.00077003,             0.00077003,             0.00077003
                     64,                 0.4572,                0.41395,                0.96449,                0.95238,                0.99682,                0.98852,                 0.9049,                0.33916,                0.26426,                0.85766,             0.00076453,             0.00076453,             0.00076453
                     65,                0.50325,                0.44485,                0.98705,                0.95192,                0.99682,                0.98907,                0.90104,                0.34287,                0.26587,                0.85883,             0.00075904,             0.00075904,             0.00075904
                     66,                0.48051,                0.42779,                0.98288,                0.99428,                0.99682,                0.99474,                0.91341,                0.34865,                0.27569,                0.87033,             0.00075354,             0.00075354,             0.00075354
                     67,                0.45936,                0.41927,                0.95913,                0.99455,                0.99468,                 0.9925,                0.91942,                0.33386,                0.27235,                0.86086,             0.00074804,             0.00074804,             0.00074804
                     68,                0.46445,                0.41454,                0.97493,                0.99386,                0.99407,                0.99336,                0.90105,                0.33203,                0.26267,                0.85817,             0.00074254,             0.00074254,             0.00074254
                     69,                0.46205,                0.41282,                0.97452,                0.99118,                0.99299,                0.99403,                  0.886,                0.34924,                0.26414,                0.86736,             0.00073704,             0.00073704,             0.00073704
                     70,                0.47979,                0.42974,                0.97533,                   0.99,                0.94878,                0.95459,                0.85507,                0.37489,                0.28192,                0.89144,             0.00073154,             0.00073154,             0.00073154
                     71,                0.45398,                0.40747,                0.96477,                0.98714,                  0.953,                0.98297,                0.88529,                 0.3275,                0.26529,                0.85774,             0.00072604,             0.00072604,             0.00072604
                     72,                0.49088,                0.42239,                 0.9849,                0.95662,                 0.9914,                0.97714,                0.88784,                0.32082,                0.26448,                0.85256,             0.00072054,             0.00072054,             0.00072054
                     73,                0.48384,                0.42958,                0.99002,                0.92359,                0.99172,                0.96882,                0.91496,                0.30977,                 0.2509,                0.84839,             0.00071504,             0.00071504,             0.00071504
                     74,                0.45967,                0.41084,                0.96521,                0.99527,                0.99342,                0.99431,                0.94505,                0.32365,                0.25131,                0.85055,             0.00070954,             0.00070954,             0.00070954
                     75,                0.46974,                0.42062,                0.99076,                0.99229,                0.99457,                 0.9938,                0.93491,                 0.3235,                0.25022,                0.85101,             0.00070404,             0.00070404,             0.00070404
                     76,                 0.4719,                0.42589,                0.97771,                 0.9945,                0.99699,                0.99498,                0.92941,                0.32865,                0.25588,                0.85519,             0.00069854,             0.00069854,             0.00069854
                     77,                0.45927,                0.39448,                0.97683,                0.99074,                0.99682,                0.99468,                0.93109,                0.32819,                 0.2536,                0.85473,             0.00069304,             0.00069304,             0.00069304
                     78,                 0.4714,                0.40473,                 0.9766,                0.98807,                0.99525,                0.99313,                0.93759,                0.32061,                0.24807,                0.84487,             0.00068754,             0.00068754,             0.00068754
                     79,                0.47527,                0.40576,                0.97354,                0.95455,                0.99647,                0.98925,                 0.9327,                0.31593,                0.24998,                0.84515,             0.00068204,             0.00068204,             0.00068204
                     80,                0.45558,                 0.3885,                0.97402,                0.99397,                0.99792,                  0.995,                0.90117,                0.31612,                0.24891,                0.84886,             0.00067654,             0.00067654,             0.00067654
                     81,                0.46023,                0.41477,                0.96923,                0.95801,                0.99682,                 0.9875,                0.90388,                 0.3211,                0.24864,                0.84585,             0.00067104,             0.00067104,             0.00067104
                     82,                0.45683,                 0.3964,                0.97121,                 0.9888,                0.99641,                  0.995,                0.94978,                 0.2964,                0.24282,                0.83267,             0.00066554,             0.00066554,             0.00066554
                     83,                 0.4673,                0.41539,                0.97413,                0.99148,                0.99516,                0.99442,                0.94117,                0.30677,                0.24402,                0.83633,             0.00066005,             0.00066005,             0.00066005
                     84,                0.43948,                 0.3723,                0.93694,                0.99505,                0.99828,                0.99495,                0.95056,                0.30568,                0.24759,                0.83849,             0.00065455,             0.00065455,             0.00065455
                     85,                0.46671,                0.40396,                0.97994,                0.99641,                0.99492,                0.99377,                0.93863,                0.32333,                0.25097,                0.84561,             0.00064905,             0.00064905,             0.00064905
                     86,                0.47782,                0.41093,                0.96838,                0.99318,                0.99574,                0.99295,                 0.9218,                0.33042,                0.24327,                0.84926,             0.00064355,             0.00064355,             0.00064355
                     87,                0.43022,                0.36517,                0.95578,                0.99551,                0.99682,                0.99299,                0.95452,                0.30471,                0.23421,                0.84191,             0.00063805,             0.00063805,             0.00063805
                     88,                0.43699,                0.38211,                0.95748,                0.99601,                0.99656,                  0.995,                0.95125,                 0.3114,                0.23469,                0.84325,             0.00063255,             0.00063255,             0.00063255
                     89,                0.45303,                0.38768,                0.97015,                0.99537,                0.99767,                  0.995,                0.95509,                0.29619,                0.23833,                0.83793,             0.00062705,             0.00062705,             0.00062705
                     90,                0.43755,                0.38677,                0.96827,                  0.993,                0.99682,                0.99497,                0.94867,                0.30326,                0.24074,                0.83918,             0.00062155,             0.00062155,             0.00062155
                     91,                0.44033,                0.38418,                0.97066,                0.99417,                0.99682,                0.99498,                0.94994,                0.29338,                0.23807,                0.83871,             0.00061605,             0.00061605,             0.00061605
                     92,                0.43509,                0.37315,                0.97142,                0.99091,                0.99568,                0.99498,                0.93661,                0.31859,                0.24504,                0.84726,             0.00061055,             0.00061055,             0.00061055
                     93,                 0.4616,                0.39732,                0.98395,                0.99536,                0.99682,                0.99498,                0.95615,                0.28646,                0.23008,                0.83273,             0.00060505,             0.00060505,             0.00060505
                     94,                0.43861,                0.37392,                0.96099,                0.99279,                0.99685,                  0.995,                0.95745,                0.27682,                0.22489,                0.82463,             0.00059955,             0.00059955,             0.00059955
                     95,                 0.4352,                0.37965,                0.94779,                0.99138,                0.99687,                  0.995,                0.96629,                0.27815,                 0.2273,                0.82444,             0.00059405,             0.00059405,             0.00059405
                     96,                0.42749,                0.36535,                 0.9543,                0.99279,                0.99539,                  0.995,                0.96287,                0.26936,                0.22346,                0.82208,             0.00058855,             0.00058855,             0.00058855
                     97,                0.43103,                0.36492,                0.94625,                0.99505,                0.99303,                  0.995,                0.96816,                 0.2781,                 0.2261,                0.82586,             0.00058305,             0.00058305,             0.00058305
                     98,                0.42224,                0.36326,                 0.9555,                0.99631,                0.99422,                0.99385,                0.95669,                0.28564,                0.23592,                0.83507,             0.00057755,             0.00057755,             0.00057755
                     99,                0.44132,                0.37603,                0.96289,                0.99557,                0.99519,                  0.995,                0.95619,                0.28777,                0.23456,                0.83542,             0.00057205,             0.00057205,             0.00057205
                    100,                0.40704,                0.35923,                0.94239,                0.99537,                0.99348,                  0.995,                0.95644,                0.28225,                0.22981,                0.83073,             0.00056655,             0.00056655,             0.00056655
                    101,                0.42297,                 0.3723,                0.97141,                0.99708,                0.99411,                  0.995,                0.96115,                0.27594,                0.22105,                0.82621,             0.00056105,             0.00056105,             0.00056105
                    102,                0.43246,                0.38106,                0.96838,                0.99652,                0.99453,                0.99495,                0.96014,                0.30362,                0.23367,                0.83302,             0.00055556,             0.00055556,             0.00055556
                    103,                0.42653,                0.37414,                0.94554,                0.99573,                0.99499,                0.99492,                0.95836,                0.28846,                0.23235,                0.83555,             0.00055006,             0.00055006,             0.00055006
                    104,                0.42925,                0.37036,                0.95477,                0.99339,                0.99501,                0.99492,                0.95802,                0.28726,                0.22447,                0.83131,             0.00054456,             0.00054456,             0.00054456
                    105,                0.41171,                0.36021,                0.94537,                0.99089,                 0.9946,                0.99494,                0.96738,                0.27024,                0.21596,                0.82563,             0.00053906,             0.00053906,             0.00053906
                    106,                0.42078,                0.35783,                0.94496,                0.99242,                0.99572,                0.99316,                0.96087,                  0.273,                0.21788,                0.82694,             0.00053356,             0.00053356,             0.00053356
                    107,                0.41945,                0.37067,                0.95314,                0.99571,                0.99461,                  0.995,                0.96311,                0.29184,                0.22137,                0.83086,             0.00052806,             0.00052806,             0.00052806
                    108,                0.43053,                0.35945,                  0.956,                0.99747,                0.99605,                  0.995,                0.96262,                 0.2717,                0.21997,                0.82927,             0.00052256,             0.00052256,             0.00052256
                    109,                0.41983,                0.36296,                0.94697,                0.99731,                0.99655,                  0.995,                0.95966,                0.26127,                0.21388,                 0.8225,             0.00051706,             0.00051706,             0.00051706
                    110,                0.40194,                0.35466,                0.94883,                0.99195,                0.99682,                  0.995,                 0.9667,                0.25927,                0.21361,                0.82124,             0.00051156,             0.00051156,             0.00051156
                    111,                0.42252,                0.38283,                0.96277,                0.99192,                0.99478,                0.99498,                0.97298,                0.26107,                0.21392,                0.82268,             0.00050606,             0.00050606,             0.00050606
                    112,                0.40795,                0.34837,                0.94877,                0.99356,                0.99563,                0.99498,                0.96502,                0.27107,                0.21439,                 0.8252,             0.00050056,             0.00050056,             0.00050056
                    113,                0.42222,                0.36381,                 0.9428,                0.99426,                0.99519,                0.99498,                0.97331,                0.25758,                 0.2128,                0.81729,             0.00049506,             0.00049506,             0.00049506
                    114,                0.41105,                0.35842,                0.95253,                0.99436,                0.99682,                0.99498,                0.96326,                0.27191,                0.21483,                 0.8225,             0.00048956,             0.00048956,             0.00048956
                    115,                0.40214,                0.33466,                0.93804,                0.99426,                0.99687,                  0.995,                0.97009,                0.26773,                0.21308,                0.82063,             0.00048406,             0.00048406,             0.00048406
                    116,                0.40765,                0.34933,                0.94893,                0.99363,                0.99684,                  0.995,                0.97569,                0.25735,                0.20914,                0.81653,             0.00047856,             0.00047856,             0.00047856
                    117,                0.41738,                0.34848,                 0.9525,                0.99444,                 0.9948,                  0.995,                0.97434,                0.25793,                0.21169,                0.81636,             0.00047306,             0.00047306,             0.00047306
                    118,                0.40658,                0.33678,                0.93881,                0.99369,                0.99731,                  0.995,                0.97484,                0.25774,                0.21356,                0.81658,             0.00046756,             0.00046756,             0.00046756
                    119,                 0.4209,                0.35333,                0.96331,                0.99596,                0.99699,                  0.995,                0.97061,                0.25174,                 0.2087,                 0.8144,             0.00046206,             0.00046206,             0.00046206
                    120,                0.38919,                0.34301,                0.93993,                0.99673,                0.99696,                  0.995,                0.97663,                0.25331,                0.20994,                0.81459,             0.00045657,             0.00045657,             0.00045657
                    121,                0.38352,                0.33327,                0.92874,                 0.9969,                0.99669,                  0.995,                0.97851,                0.25328,                0.20617,                0.81294,             0.00045107,             0.00045107,             0.00045107
                    122,                0.40713,                0.34802,                0.94694,                0.99711,                0.99682,                0.99497,                0.97769,                0.25333,                0.20344,                0.81406,             0.00044557,             0.00044557,             0.00044557
                    123,                0.41002,                0.33781,                 0.9531,                0.99718,                0.99682,                0.99498,                0.96979,                0.25677,                0.20527,                0.81827,             0.00044007,             0.00044007,             0.00044007
                    124,                0.40789,                0.34981,                0.94647,                 0.9952,                0.99682,                0.99498,                0.97354,                0.25377,                0.20272,                0.81469,             0.00043457,             0.00043457,             0.00043457
                    125,                0.39399,                0.34826,                0.94723,                0.99684,                0.99685,                  0.995,                0.97534,                0.24711,                 0.1996,                0.81222,             0.00042907,             0.00042907,             0.00042907
                    126,                0.40361,                0.34933,                0.94231,                0.99741,                0.99682,                0.99477,                0.96834,                0.26404,                0.20129,                0.81605,             0.00042357,             0.00042357,             0.00042357
                    127,                0.38135,                0.33193,                0.92523,                0.99555,                0.99663,                  0.995,                0.97654,                0.24899,                0.19673,                0.81168,             0.00041807,             0.00041807,             0.00041807
                    128,                0.40806,                0.33626,                 0.9405,                  0.996,                0.99627,                  0.995,                0.97814,                0.24805,                0.20072,                0.81169,             0.00041257,             0.00041257,             0.00041257
                    129,                0.38286,                0.34157,                 0.9272,                0.99736,                 0.9963,                0.99497,                0.97393,                0.25706,                0.20623,                 0.8138,             0.00040707,             0.00040707,             0.00040707
                    130,                0.39923,                 0.3419,                0.94132,                 0.9974,                0.99683,                  0.995,                0.98026,                0.25163,                 0.2046,                0.81658,             0.00040157,             0.00040157,             0.00040157
                    131,                0.39702,                0.34546,                0.94269,                0.99653,                0.99684,                  0.995,                0.98046,                0.23539,                0.19786,                0.80848,             0.00039607,             0.00039607,             0.00039607
                    132,                0.40473,                0.35442,                0.96207,                0.99434,                0.99593,                  0.995,                0.97359,                0.24094,                0.19758,                0.80915,             0.00039057,             0.00039057,             0.00039057
                    133,                0.36119,                0.30934,                0.92262,                0.99565,                0.99551,                  0.995,                0.97913,                0.24067,                0.19658,                0.80906,             0.00038507,             0.00038507,             0.00038507
                    134,                 0.3964,                0.35097,                0.94068,                 0.9974,                0.99689,                  0.995,                0.97742,                0.23862,                0.19812,                0.80798,             0.00037957,             0.00037957,             0.00037957
                    135,                0.39282,                0.33313,                0.94747,                0.99741,                0.99733,                  0.995,                0.97853,                0.23769,                0.19659,                0.80983,             0.00037407,             0.00037407,             0.00037407
                    136,                0.37734,                0.31889,                0.93043,                0.99748,                0.99703,                  0.995,                0.97457,                0.24273,                0.19884,                0.81338,             0.00036857,             0.00036857,             0.00036857
                    137,                0.40864,                0.34339,                0.94684,                 0.9976,                0.99682,                0.99494,                0.97951,                0.24129,                0.19636,                0.81132,             0.00036307,             0.00036307,             0.00036307
                    138,                0.36579,                0.31591,                0.93456,                0.99755,                0.99682,                0.99497,                0.98349,                0.23614,                0.19776,                0.80993,             0.00035758,             0.00035758,             0.00035758
                    139,                0.39917,                0.33285,                0.95067,                0.99771,                0.99697,                  0.995,                0.98106,                 0.2348,                0.19671,                 0.8078,             0.00035208,             0.00035208,             0.00035208
                    140,                0.36511,                 0.3047,                0.92093,                0.99716,                0.99752,                  0.995,                0.98106,                 0.2275,                0.19508,                0.80429,             0.00034658,             0.00034658,             0.00034658
                    141,                0.37118,                0.31975,                0.93612,                0.99748,                0.99726,                  0.995,                0.98063,                0.22392,                0.18992,                  0.803,             0.00034108,             0.00034108,             0.00034108
                    142,                0.36221,                0.30999,                0.92366,                0.99751,                0.99841,                  0.995,                0.98255,                0.22961,                0.18979,                0.80383,             0.00033558,             0.00033558,             0.00033558
                    143,                0.35964,                0.31198,                0.92815,                0.99759,                0.99682,                0.99302,                0.98032,                0.22507,                 0.1882,                0.80326,             0.00033008,             0.00033008,             0.00033008
                    144,                0.37713,                0.33015,                0.93177,                0.99645,                0.99682,                0.99326,                0.97999,                0.22074,                0.18567,                0.80168,             0.00032458,             0.00032458,             0.00032458
                    145,                 0.3637,                0.30601,                0.93953,                0.99572,                0.99841,                  0.995,                 0.9821,                0.22491,                0.18758,                0.80149,             0.00031908,             0.00031908,             0.00031908
                    146,                0.37717,                0.33359,                0.93433,                0.99473,                0.99841,                  0.995,                0.98509,                0.22748,                0.18795,                0.80261,             0.00031358,             0.00031358,             0.00031358
                    147,                 0.3704,                0.31937,                0.92782,                 0.9945,                0.99841,                  0.995,                0.98417,                0.22606,                0.18785,                0.80303,             0.00030808,             0.00030808,             0.00030808
                    148,                0.36128,                0.31086,                 0.9283,                0.99506,                0.99841,                  0.995,                0.98314,                0.22136,                0.18792,                0.80269,             0.00030258,             0.00030258,             0.00030258
                    149,                0.37114,                0.32316,                0.92957,                0.99557,                0.99841,                  0.995,                0.98187,                  0.224,                0.18926,                0.80298,             0.00029708,             0.00029708,             0.00029708
                    150,                0.37273,                0.31049,                0.93361,                0.99542,                0.99784,                  0.995,                  0.982,                0.22341,                0.18889,                0.80307,             0.00029158,             0.00029158,             0.00029158
                    151,                0.35855,                0.29937,                0.94356,                 0.9948,                0.99763,                  0.995,                0.98351,                0.22154,                0.18675,                0.80289,             0.00028608,             0.00028608,             0.00028608
                    152,                0.36946,                0.31235,                0.93406,                0.99447,                0.99691,                  0.995,                0.98506,                0.22015,                0.18314,                0.80223,             0.00028058,             0.00028058,             0.00028058
                    153,                0.36899,                0.31017,                0.93385,                0.99528,                0.99682,                 0.9932,                0.98374,                0.21838,                0.18138,                0.80206,             0.00027508,             0.00027508,             0.00027508
                    154,                0.35327,                0.29927,                0.92543,                0.99627,                0.99687,                  0.995,                0.98751,                0.21387,                0.17782,                0.79786,             0.00026958,             0.00026958,             0.00026958
                    155,                0.35082,                0.29126,                0.93239,                0.99669,                0.99698,                  0.995,                 0.9902,                0.21817,                0.18022,                0.79943,             0.00026408,             0.00026408,             0.00026408
                    156,                0.36477,                0.31395,                0.92084,                0.99574,                0.99714,                  0.995,                0.98309,                0.21667,                0.18035,                0.80126,             0.00025859,             0.00025859,             0.00025859
                    157,                0.35554,                0.30211,                0.91685,                0.99604,                 0.9971,                  0.995,                0.97842,                0.21846,                0.18114,                0.80108,             0.00025309,             0.00025309,             0.00025309
                    158,                0.37262,                0.32694,                0.93288,                0.99568,                0.99539,                0.99498,                0.98625,                0.21116,                0.17581,                0.79906,             0.00024759,             0.00024759,             0.00024759
                    159,                0.36275,                0.30754,                0.93264,                0.99495,                 0.9957,                0.99498,                0.98723,                0.20789,                0.17436,                0.79731,             0.00024209,             0.00024209,             0.00024209
