                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.41376,                0.32869,                0.94043,                0.99879,                0.99618,                  0.995,                0.96854,                0.26871,                0.20397,                0.83621,             0.00031138,             0.00031138,             0.00031138
                    160,                0.42184,                0.33815,                0.96001,                0.99832,                0.99601,                0.99494,                0.97129,                 0.2688,                0.20584,                0.83578,             0.00030431,             0.00030431,             0.00030431
                    161,                0.42234,                 0.3366,                0.95983,                0.99815,                0.99601,                0.99492,                0.97052,                0.27682,                0.20545,                0.84011,             0.00029723,             0.00029723,             0.00029723
                    162,                0.43027,                0.33229,                0.96054,                0.99756,                0.99601,                0.99492,                0.97046,                0.27204,                0.20342,                0.83709,             0.00029016,             0.00029016,             0.00029016
                    163,                0.42133,                0.33409,                0.95271,                0.99829,                0.99601,                0.99492,                0.97063,                0.27151,                0.20357,                0.83506,             0.00028308,             0.00028308,             0.00028308
                    164,                0.42067,                0.32265,                0.96087,                0.99925,                0.99601,                0.99278,                0.97158,                0.27091,                0.20184,                0.83479,             0.00027601,             0.00027601,             0.00027601
                    165,                0.41883,                0.32407,                0.96322,                0.99956,                0.99601,                0.99498,                0.97495,                0.26786,                0.20257,                 0.8346,             0.00026894,             0.00026894,             0.00026894
                    166,                0.43655,                0.33602,                0.96659,                0.99929,                0.99401,                0.99273,                0.96759,                0.27395,                0.20394,                0.83444,             0.00026186,             0.00026186,             0.00026186
                    167,                0.42918,                0.32511,                0.96033,                0.99891,                0.99601,                0.99281,                0.97068,                0.26231,                0.19704,                0.83237,             0.00025479,             0.00025479,             0.00025479
                    168,                0.41864,                0.33263,                0.95756,                0.99898,                0.99601,                 0.9949,                0.97348,                0.25796,                0.19629,                0.83022,             0.00024772,             0.00024772,             0.00024772
                    169,                0.41781,                0.32681,                0.94717,                0.99885,                0.99601,                0.99488,                0.97563,                0.25566,                0.19727,                0.82891,             0.00024064,             0.00024064,             0.00024064
                    170,                0.41831,                0.31939,                0.95503,                 0.9979,                0.99601,                0.99498,                0.97753,                0.25356,                0.19654,                 0.8268,             0.00023357,             0.00023357,             0.00023357
                    171,                0.41057,                0.32252,                0.94555,                0.99834,                0.99601,                0.99301,                0.97428,                0.25379,                 0.1939,                0.82705,              0.0002265,              0.0002265,              0.0002265
                    172,                 0.4253,                0.33099,                  0.964,                0.99899,                0.99601,                0.99295,                0.97424,                 0.2488,                0.19292,                0.82688,             0.00021942,             0.00021942,             0.00021942
                    173,                0.40987,                0.31642,                0.95876,                0.99879,                0.99781,                  0.995,                 0.9758,                0.25308,                0.19301,                 0.8297,             0.00021235,             0.00021235,             0.00021235
                    174,                0.40615,                0.32601,                0.95967,                0.99883,                0.99782,                  0.995,                0.97601,                 0.2501,                 0.1901,                0.82651,             0.00020528,             0.00020528,             0.00020528
                    175,                0.39408,                0.32342,                 0.9455,                0.99893,                  0.998,                  0.995,                0.97128,                0.25216,                0.19319,                0.82664,              0.0001982,              0.0001982,              0.0001982
                    176,                0.40175,                 0.3251,                  0.948,                0.99926,                0.99601,                0.99472,                0.97863,                0.24679,                0.18943,                0.82501,             0.00019113,             0.00019113,             0.00019113
                    177,                0.41597,                0.33648,                0.96381,                0.99928,                0.99601,                0.99479,                0.97915,                0.24629,                0.18952,                0.82605,             0.00018406,             0.00018406,             0.00018406
                    178,                0.40708,                0.31465,                0.95507,                0.99933,                0.99601,                0.99481,                 0.9735,                0.25977,                0.19476,                 0.8294,             0.00017698,             0.00017698,             0.00017698
                    179,                0.40881,                0.31678,                0.94612,                0.99934,                0.99601,                0.99393,                0.98025,                0.24106,                0.18796,                0.82354,             0.00016991,             0.00016991,             0.00016991
                    180,                 0.4012,                0.31862,                0.95097,                0.99934,                0.99601,                0.99285,                0.97768,                0.23917,                0.18792,                0.82237,             0.00016283,             0.00016283,             0.00016283
                    181,                0.37424,                0.30373,                 0.9298,                0.99932,                0.99601,                0.99357,                0.97982,                0.24001,                0.18982,                0.82218,             0.00015576,             0.00015576,             0.00015576
                    182,                0.39306,                 0.3157,                0.95174,                0.99927,                0.99601,                 0.9932,                0.98102,                0.23937,                0.18768,                0.82172,             0.00014869,             0.00014869,             0.00014869
                    183,                0.39973,                0.31623,                0.95829,                0.99921,                0.99601,                0.99498,                 0.9811,                0.23628,                0.18479,                0.82058,             0.00014161,             0.00014161,             0.00014161
                    184,                0.40055,                0.31737,                0.94536,                0.99919,                0.99601,                0.99333,                0.97937,                0.23474,                0.18492,                0.82013,             0.00013454,             0.00013454,             0.00013454
                    185,                0.40307,                0.31823,                0.95207,                 0.9991,                0.99601,                0.99376,                0.97885,                0.23902,                0.18704,                0.82085,             0.00012747,             0.00012747,             0.00012747
                    186,                0.39642,                0.31576,                0.95503,                0.99912,                0.99601,                0.99394,                0.98124,                0.23185,                0.18564,                 0.8195,             0.00012039,             0.00012039,             0.00012039
                    187,                0.39189,                0.31266,                0.94703,                0.99913,                0.99601,                0.99379,                0.97969,                0.23616,                0.18391,                0.82074,             0.00011332,             0.00011332,             0.00011332
                    188,                0.39928,                 0.3234,                0.95394,                 0.9993,                0.99625,                  0.995,                0.98326,                0.23018,                0.18131,                0.81881,             0.00010625,             0.00010625,             0.00010625
                    189,                 0.3997,                0.31341,                0.94769,                0.99933,                 0.9963,                  0.995,                0.98171,                 0.2332,                0.18143,                0.81987,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.38108,                0.30586,                0.93735,                0.99804,                 0.9977,                  0.995,                  0.984,                0.23002,                0.17988,                0.81898,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.30502,                0.25581,                0.88181,                0.99933,                0.99628,                  0.995,                0.98324,                0.23238,                0.18147,                0.81932,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.28937,                0.24121,                0.86706,                0.99831,                0.99765,                  0.995,                0.97965,                 0.2411,                0.18657,                0.82253,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                0.29184,                0.23319,                0.86576,                  0.998,                 0.9976,                  0.995,                0.98201,                0.23421,                0.18615,                0.82028,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.28936,                0.23413,                0.87565,                0.99808,                0.99762,                  0.995,                0.97976,                0.23194,                0.18498,                0.81861,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.27199,                0.22548,                0.86011,                0.99819,                0.99764,                  0.995,                0.98156,                0.23028,                0.18431,                0.81811,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.28434,                0.22434,                0.86975,                0.99938,                0.99635,                  0.995,                0.98163,                 0.2269,                0.18185,                0.81668,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                0.28297,                0.22148,                 0.8653,                0.99938,                0.99641,                  0.995,                0.98393,                0.22588,                0.18013,                0.81606,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                 0.2637,                0.21722,                0.85253,                0.99936,                0.99601,                0.99216,                0.98011,                 0.2255,                0.17892,                0.81582,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                0.25932,                 0.2096,                0.83897,                0.99934,                0.99601,                0.99494,                0.98231,                0.22631,                0.17946,                0.81566,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    200,                0.26078,                0.20858,                0.84396,                0.99932,                0.99601,                0.99217,                0.98113,                0.22415,                0.17889,                0.81482,             2.1364e-05,             2.1364e-05,             2.1364e-05
