                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.78294,                0.64836,                 1.1506,                0.89831,                0.89027,                0.94887,                0.76861,                 0.6935,                0.66561,                 1.1167,              0.0013158,              0.0013158,              0.0013158
                     18,                0.74665,                0.63964,                 1.1387,                0.95358,                0.92446,                0.98195,                 0.7944,                0.70431,                0.53733,                 1.1056,              0.0013087,              0.0013087,              0.0013087
                     19,                0.76722,                0.67593,                 1.1391,                0.93655,                0.91287,                0.97993,                0.80083,                 0.7073,                0.53407,                 1.1131,              0.0013017,              0.0013017,              0.0013017
                     20,                0.79023,                0.62261,                 1.1441,                0.92364,                0.88692,                0.94119,                0.75193,                0.75393,                0.65723,                 1.1656,              0.0012946,              0.0012946,              0.0012946
                     21,                0.75625,                0.60459,                  1.119,                0.88334,                0.89429,                0.94011,                0.74404,                0.75563,                0.72109,                 1.1638,              0.0012875,              0.0012875,              0.0012875
                     22,                0.78221,                0.66258,                 1.1522,                0.90735,                0.86347,                0.92201,                0.71923,                0.80466,                0.65457,                 1.2156,              0.0012805,              0.0012805,              0.0012805
                     23,                0.80779,                0.64516,                 1.1804,                0.90809,                 0.7532,                0.83999,                0.64735,                0.84334,                0.84724,                 1.2397,              0.0012734,              0.0012734,              0.0012734
                     24,                0.76901,                0.60897,                 1.1443,                0.92822,                0.94716,                0.97316,                0.76329,                 0.7498,                0.51554,                 1.1597,              0.0012663,              0.0012663,              0.0012663
                     25,                0.78277,                0.65719,                 1.1639,                0.95186,                0.96468,                0.98652,                0.80639,                0.68462,                0.46925,                 1.0959,              0.0012592,              0.0012592,              0.0012592
                     26,                0.75015,                0.63568,                 1.1287,                0.95315,                0.93744,                0.97997,                0.78011,                0.71155,                0.51546,                 1.1122,              0.0012522,              0.0012522,              0.0012522
                     27,                0.74075,                0.61915,                 1.1136,                0.91469,                 0.9098,                0.97079,                0.79681,                0.69211,                0.54716,                 1.1159,              0.0012451,              0.0012451,              0.0012451
                     28,                0.74763,                 0.5951,                 1.1395,                0.92064,                0.95781,                0.98149,                0.81488,                0.66295,                0.48218,                 1.0738,               0.001238,               0.001238,               0.001238
                     29,                0.76317,                 0.6035,                 1.1314,                0.94565,                0.94456,                0.98133,                0.81189,                0.67443,                0.51321,                 1.0949,              0.0012309,              0.0012309,              0.0012309
                     30,                0.74184,                0.57591,                 1.1276,                0.95236,                0.93147,                0.97519,                0.78831,                0.73284,                0.53311,                 1.1436,              0.0012239,              0.0012239,              0.0012239
                     31,                0.73773,                0.60446,                 1.1324,                0.97592,                0.96955,                0.98985,                0.82465,                0.65675,                 0.4528,                 1.0727,              0.0012168,              0.0012168,              0.0012168
                     32,                0.71989,                 0.5839,                 1.1061,                0.90587,                0.94242,                0.98234,                0.80391,                0.69066,                0.53831,                 1.1144,              0.0012097,              0.0012097,              0.0012097
                     33,                0.74925,                0.60186,                 1.1243,                0.94499,                0.92339,                0.98143,                 0.7787,                0.71766,                0.52991,                 1.1621,              0.0012026,              0.0012026,              0.0012026
                     34,                0.71717,                0.57484,                 1.1146,                0.93843,                0.95569,                0.97946,                0.80546,                0.67348,                0.49151,                 1.0966,              0.0011956,              0.0011956,              0.0011956
                     35,                  0.704,                0.57348,                 1.0877,                0.93166,                0.97244,                0.98028,                0.81669,                0.63877,                0.52733,                 1.0609,              0.0011885,              0.0011885,              0.0011885
                     36,                0.71379,                 0.5857,                    1.1,                 0.9671,                0.96713,                0.99131,                 0.8245,                0.63112,                0.45786,                 1.0583,              0.0011814,              0.0011814,              0.0011814
                     37,                0.70932,                0.57046,                 1.1102,                0.96575,                0.95059,                0.98602,                0.82562,                0.62703,                0.47274,                   1.06,              0.0011744,              0.0011744,              0.0011744
                     38,                0.69297,                 0.5435,                 1.0947,                0.93402,                0.91565,                0.97114,                0.80463,                0.64157,                0.53586,                 1.0721,              0.0011673,              0.0011673,              0.0011673
                     39,                 0.7214,                0.58016,                 1.1199,                0.96281,                0.97031,                0.98854,                0.83349,                 0.6147,                0.45811,                 1.0467,              0.0011602,              0.0011602,              0.0011602
                     40,                0.70779,                0.57718,                 1.0998,                0.96244,                0.97176,                0.98672,                0.83984,                0.59425,                0.45339,                   1.03,              0.0011531,              0.0011531,              0.0011531
                     41,                0.71506,                0.57591,                 1.1026,                0.93358,                0.93221,                0.97628,                0.81076,                 0.6536,                0.52576,                 1.0807,              0.0011461,              0.0011461,              0.0011461
                     42,                0.70504,                0.56712,                 1.0961,                0.97314,                0.97776,                0.99183,                0.85063,                0.59709,                0.42249,                 1.0342,               0.001139,               0.001139,               0.001139
                     43,                0.69903,                0.56054,                 1.0873,                0.96843,                0.97536,                0.98863,                0.86783,                0.55419,                0.42383,                 1.0041,              0.0011319,              0.0011319,              0.0011319
                     44,                0.72847,                0.56031,                 1.1232,                0.97032,                0.97962,                0.98842,                0.85542,                0.58155,                0.41275,                 1.0236,              0.0011248,              0.0011248,              0.0011248
                     45,                 0.7081,                0.56159,                 1.0934,                 0.9638,                 0.9664,                0.98517,                 0.8534,                0.57873,                0.41258,                 1.0168,              0.0011178,              0.0011178,              0.0011178
                     46,                0.68481,                0.54765,                 1.0812,                0.96753,                0.96606,                0.99012,                 0.8546,                0.56945,                0.41928,                 1.0062,              0.0011107,              0.0011107,              0.0011107
                     47,                0.69676,                0.55518,                 1.0982,                0.95254,                0.97574,                 0.9915,                0.85946,                0.55886,                0.40693,                 1.0021,              0.0011036,              0.0011036,              0.0011036
                     48,                0.71745,                0.54259,                 1.0967,                0.98171,                0.96512,                0.99361,                0.86038,                0.56499,                0.37481,                 1.0102,              0.0010965,              0.0010965,              0.0010965
                     49,                 0.6692,                0.52389,                 1.0797,                0.98631,                0.98863,                0.99458,                 0.8703,                0.55574,                0.36991,                 1.0012,              0.0010895,              0.0010895,              0.0010895
                     50,                0.69449,                0.53973,                 1.0842,                0.98451,                0.98344,                0.99418,                0.87849,                0.53121,                0.36251,                0.99616,              0.0010824,              0.0010824,              0.0010824
                     51,                0.66808,                0.51234,                 1.0744,                0.97532,                0.97347,                  0.991,                0.87031,                0.54926,                0.37378,                0.99364,              0.0010753,              0.0010753,              0.0010753
                     52,                0.67227,                0.50134,                 1.0691,                0.97303,                0.97181,                0.98777,                0.85381,                0.56664,                0.38015,                 1.0115,              0.0010682,              0.0010682,              0.0010682
                     53,                0.66135,                0.53108,                  1.064,                0.95914,                0.95083,                0.98172,                0.85278,                0.55886,                0.40067,                0.99852,              0.0010612,              0.0010612,              0.0010612
                     54,                0.68957,                 0.5423,                 1.1011,                0.97595,                0.98387,                0.99166,                0.86784,                0.55247,                0.36981,                0.99288,              0.0010541,              0.0010541,              0.0010541
                     55,                0.67969,                0.52136,                 1.0901,                0.98263,                0.98912,                0.99433,                0.87932,                0.53711,                0.34903,                0.98399,               0.001047,               0.001047,               0.001047
                     56,                0.63659,                0.49938,                 1.0598,                0.98591,                 0.9819,                0.99399,                0.87339,                0.53791,                0.37333,                0.98912,                0.00104,                0.00104,                0.00104
                     57,                0.65058,                0.51289,                 1.0808,                0.98533,                0.99387,                0.99401,                0.88513,                0.51614,                0.34021,                0.97069,              0.0010329,              0.0010329,              0.0010329
                     58,                0.65344,                 0.5129,                 1.0776,                0.99143,                0.98801,                0.99455,                0.88091,                0.51672,                 0.3506,                0.97504,              0.0010258,              0.0010258,              0.0010258
                     59,                0.64344,                0.50784,                 1.0788,                0.98685,                0.98873,                0.99448,                0.87502,                0.51682,                 0.3622,                0.97882,              0.0010187,              0.0010187,              0.0010187
                     60,                0.64761,                0.52264,                 1.0628,                0.99225,                0.98544,                0.99458,                0.88577,                  0.496,                0.34754,                0.96562,              0.0010117,              0.0010117,              0.0010117
                     61,                0.64863,                0.51616,                 1.0798,                0.97866,                0.99326,                0.99378,                0.88707,                0.48728,                0.32535,                0.95668,              0.0010046,              0.0010046,              0.0010046
                     62,                0.67618,                0.54126,                 1.0851,                0.96966,                 0.9313,                0.98794,                 0.8667,                0.52687,                  0.419,                0.98254,             0.00099751,             0.00099751,             0.00099751
                     63,                0.64105,                0.50158,                 1.0616,                0.95477,                 0.9652,                0.99118,                0.85058,                0.59183,                0.42758,                 1.0421,             0.00099044,             0.00099044,             0.00099044
                     64,                0.64318,                0.50165,                 1.0589,                0.98553,                0.98095,                0.99323,                0.87352,                0.51628,                0.35545,                0.98082,             0.00098337,             0.00098337,             0.00098337
                     65,                0.64001,                0.50658,                 1.0681,                  0.975,                0.98589,                0.99368,                0.87329,                0.51941,                0.35287,                0.98728,             0.00097629,             0.00097629,             0.00097629
                     66,                0.63094,                0.49475,                 1.0689,                0.97921,                0.98962,                0.99182,                0.87052,                0.52501,                0.35189,                0.98643,             0.00096922,             0.00096922,             0.00096922
                     67,                0.63635,                0.48488,                 1.0557,                0.98192,                0.99344,                0.99258,                0.87835,                0.50354,                0.35745,                0.96837,             0.00096215,             0.00096215,             0.00096215
                     68,                0.63706,                0.50119,                 1.0654,                0.98229,                0.99601,                0.99436,                0.88845,                0.48173,                0.33911,                 0.9553,             0.00095507,             0.00095507,             0.00095507
                     69,                0.61958,                 0.4867,                 1.0472,                0.96745,                0.98788,                0.99361,                0.88207,                0.48787,                 0.3456,                0.95964,               0.000948,               0.000948,               0.000948
                     70,                0.61267,                0.46669,                   1.05,                0.99294,                0.99188,                0.99266,                0.89089,                0.47486,                0.32121,                0.95101,             0.00094093,             0.00094093,             0.00094093
                     71,                0.64047,                 0.4926,                 1.0635,                0.99104,                0.99221,                0.99459,                0.89503,                0.48273,                0.32226,                0.95309,             0.00093385,             0.00093385,             0.00093385
                     72,                0.61947,                0.48321,                 1.0573,                0.98677,                0.96075,                0.99381,                0.87041,                0.55106,                0.37829,                 1.0009,             0.00092678,             0.00092678,             0.00092678
                     73,                0.64799,                0.50006,                 1.0461,                0.98033,                0.98336,                0.99417,                0.87973,                0.51053,                0.34795,                0.98085,              0.0009197,              0.0009197,              0.0009197
                     74,                 0.6604,                0.48981,                 1.0657,                0.98781,                0.99327,                0.99486,                0.90021,                0.45345,                0.30919,                0.93506,             0.00091263,             0.00091263,             0.00091263
                     75,                0.61953,                 0.4881,                 1.0585,                0.99437,                0.99297,                0.99426,                0.89226,                0.48135,                0.31926,                0.95468,             0.00090556,             0.00090556,             0.00090556
                     76,                0.60536,                 0.4536,                 1.0527,                0.99339,                0.99187,                0.99459,                0.89926,                0.47126,                0.31265,                0.94354,             0.00089848,             0.00089848,             0.00089848
                     77,                0.62116,                0.47804,                 1.0619,                0.99394,                0.99274,                0.99475,                0.89096,                0.48169,                0.31674,                0.94903,             0.00089141,             0.00089141,             0.00089141
                     78,                0.60522,                 0.4817,                 1.0481,                0.98716,                0.99002,                0.99441,                0.90468,                0.46148,                0.31709,                  0.937,             0.00088434,             0.00088434,             0.00088434
                     79,                0.58618,                  0.448,                 1.0377,                0.99191,                0.99601,                0.99492,                0.90404,                0.45769,                0.32702,                0.93674,             0.00087726,             0.00087726,             0.00087726
                     80,                0.61508,                0.48438,                 1.0589,                 0.9881,                0.98403,                0.99357,                 0.8905,                0.48006,                0.33752,                0.94651,             0.00087019,             0.00087019,             0.00087019
                     81,                0.58351,                0.44317,                 1.0374,                0.98667,                0.99515,                0.99166,                0.90068,                0.45211,                0.31507,                0.93192,             0.00086312,             0.00086312,             0.00086312
                     82,                0.61302,                0.46646,                 1.0436,                0.98409,                0.99693,                0.99452,                0.90458,                0.45107,                0.30747,                0.92554,             0.00085604,             0.00085604,             0.00085604
                     83,                0.58912,                0.44295,                  1.027,                0.99157,                0.98877,                0.99466,                0.90962,                0.43256,                0.29894,                0.91997,             0.00084897,             0.00084897,             0.00084897
                     84,                0.59664,                0.44812,                 1.0368,                0.99224,                 0.9894,                0.99453,                0.89315,                0.47724,                0.30927,                0.95725,              0.0008419,              0.0008419,              0.0008419
                     85,                0.59557,                0.46571,                 1.0395,                0.99471,                0.99632,                0.99492,                0.90695,                0.44461,                0.30033,                0.93199,             0.00083482,             0.00083482,             0.00083482
                     86,                0.58552,                 0.4597,                 1.0378,                0.98396,                0.99553,                0.99203,                0.90694,                0.43661,                0.29231,                0.92429,             0.00082775,             0.00082775,             0.00082775
                     87,                0.57864,                0.43464,                 1.0474,                0.99063,                0.99046,                0.99423,                0.91021,                0.43458,                0.30669,                0.93165,             0.00082067,             0.00082067,             0.00082067
                     88,                0.56526,                  0.441,                 1.0248,                0.99619,                0.99188,                0.99402,                0.90408,                0.44495,                0.30457,                0.93088,              0.0008136,              0.0008136,              0.0008136
                     89,                 0.5851,                0.45637,                 1.0361,                0.99244,                0.98988,                0.99448,                0.89964,                 0.4557,                0.31687,                0.93865,             0.00080653,             0.00080653,             0.00080653
                     90,                0.55663,                0.43187,                 1.0109,                0.99035,                0.99587,                0.99492,                0.89751,                0.46057,                0.31386,                0.94168,             0.00079945,             0.00079945,             0.00079945
                     91,                0.58295,                0.44471,                 1.0457,                0.99138,                0.99587,                  0.995,                0.90772,                0.43669,                0.29533,                 0.9247,             0.00079238,             0.00079238,             0.00079238
                     92,                0.56742,                0.42612,                 1.0224,                0.99124,                0.98871,                0.99319,                0.91047,                0.43029,                0.29523,                0.91519,             0.00078531,             0.00078531,             0.00078531
                     93,                0.57917,                0.43447,                 1.0285,                0.99198,                0.99383,                0.99334,                0.91308,                0.41596,                0.28418,                0.90771,             0.00077823,             0.00077823,             0.00077823
                     94,                0.57623,                0.46414,                  1.036,                0.98903,                0.99387,                0.99318,                0.91233,                0.42715,                   0.29,                0.91735,             0.00077116,             0.00077116,             0.00077116
                     95,                0.54175,                0.42965,                 1.0192,                0.99405,                0.99367,                0.99221,                0.91061,                0.43981,                0.28806,                0.92435,             0.00076409,             0.00076409,             0.00076409
                     96,                0.55855,                0.43346,                 1.0113,                0.99008,                0.99097,                0.99468,                0.91645,                  0.409,                0.28889,                0.90995,             0.00075701,             0.00075701,             0.00075701
                     97,                0.54146,                0.43466,                 1.0164,                0.99446,                0.99308,                 0.9949,                 0.9224,                0.40697,                0.28008,                0.90847,             0.00074994,             0.00074994,             0.00074994
                     98,                 0.5568,                0.43036,                 1.0117,                0.99336,                 0.9965,                0.99426,                0.91309,                0.41881,                0.28071,                0.91568,             0.00074287,             0.00074287,             0.00074287
                     99,                0.52575,                0.40262,                0.99875,                0.99421,                0.99699,                0.99478,                0.91452,                0.40939,                0.27592,                0.91075,             0.00073579,             0.00073579,             0.00073579
                    100,                0.56442,                0.42632,                 1.0258,                0.99362,                0.99526,                0.99315,                0.92058,                0.40748,                0.27588,                0.90782,             0.00072872,             0.00072872,             0.00072872
                    101,                0.55988,                0.42724,                 1.0323,                0.99571,                0.99563,                 0.9931,                0.91679,                0.41411,                0.27111,                0.90807,             0.00072164,             0.00072164,             0.00072164
                    102,                0.54205,                0.41654,                 1.0052,                0.99333,                0.99463,                0.99266,                 0.9233,                0.40629,                 0.2706,                 0.9022,             0.00071457,             0.00071457,             0.00071457
                    103,                0.55198,                0.41426,                  1.016,                0.99188,                  0.998,                  0.995,                0.91735,                0.41235,                0.27525,                0.90807,              0.0007075,              0.0007075,              0.0007075
                    104,                  0.538,                0.41018,                 1.0154,                0.99593,                0.99677,                0.99484,                0.92711,                0.40059,                0.27091,                0.90169,             0.00070042,             0.00070042,             0.00070042
                    105,                 0.5456,                  0.421,                 1.0185,                0.99827,                0.99798,                  0.995,                0.93549,                0.38117,                 0.2634,                0.89029,             0.00069335,             0.00069335,             0.00069335
                    106,                0.54374,                0.42503,                 1.0239,                0.98559,                0.98047,                0.99318,                0.91137,                 0.4307,                0.30999,                0.92478,             0.00068628,             0.00068628,             0.00068628
                    107,                0.51457,                 0.4038,                 1.0074,                 0.9843,                 0.9914,                0.99449,                0.91686,                0.41527,                0.29502,                0.91347,              0.0006792,              0.0006792,              0.0006792
                    108,                0.55328,                0.42322,                 1.0126,                0.99517,                0.99601,                 0.9944,                0.92993,                0.37984,                0.26322,                0.89065,             0.00067213,             0.00067213,             0.00067213
                    109,                0.52245,                0.39921,                0.99711,                0.99613,                0.99601,                0.99472,                0.93844,                0.36697,                0.26037,                0.88502,             0.00066506,             0.00066506,             0.00066506
                    110,                0.55171,                 0.4346,                 1.0136,                0.99737,                0.99483,                0.99492,                0.93754,                0.36467,                0.25734,                0.88068,             0.00065798,             0.00065798,             0.00065798
                    111,                0.54487,                 0.4244,                 1.0201,                 0.9976,                0.99278,                0.99359,                0.93276,                0.37355,                0.27096,                  0.887,             0.00065091,             0.00065091,             0.00065091
                    112,                0.53621,                 0.4225,                 1.0136,                0.99488,                0.99387,                0.99273,                0.92966,                0.36876,                0.25972,                0.89012,             0.00064384,             0.00064384,             0.00064384
                    113,                0.52845,                0.41069,                  1.003,                0.99477,                0.99188,                0.99496,                  0.931,                0.36869,                0.26111,                0.88661,             0.00063676,             0.00063676,             0.00063676
                    114,                0.54117,                0.41214,                 1.0023,                0.99856,                0.99241,                0.99397,                0.93959,                0.36308,                0.25669,                0.88128,             0.00062969,             0.00062969,             0.00062969
                    115,                0.53844,                0.41004,                 1.0216,                0.99806,                0.99509,                0.99237,                0.93815,                0.35706,                0.24847,                0.87853,             0.00062262,             0.00062262,             0.00062262
                    116,                0.51083,                0.40276,                0.99892,                0.99753,                0.99401,                 0.9924,                0.93475,                0.36414,                0.25564,                0.88217,             0.00061554,             0.00061554,             0.00061554
                    117,                0.51701,                0.39995,                 1.0028,                0.99631,                0.99601,                0.99494,                0.93826,                0.36486,                 0.2502,                0.88097,             0.00060847,             0.00060847,             0.00060847
                    118,                0.50921,                0.39444,                0.98842,                 0.9951,                0.99515,                0.99474,                0.93162,                0.38249,                0.25024,                  0.887,             0.00060139,             0.00060139,             0.00060139
                    119,                 0.5237,                0.40109,                 1.0048,                0.99713,                0.99406,                0.99478,                0.93769,                0.35896,                0.25236,                0.88061,             0.00059432,             0.00059432,             0.00059432
                    120,                0.51582,                0.39896,                  1.013,                0.99473,                0.99528,                0.99476,                 0.9397,                0.35009,                0.24958,                0.87577,             0.00058725,             0.00058725,             0.00058725
                    121,                0.51088,                0.38356,                 1.0027,                0.99458,                0.99439,                0.99238,                0.93337,                0.36191,                0.25105,                0.88069,             0.00058017,             0.00058017,             0.00058017
                    122,                0.52313,                0.39804,                  1.003,                0.99555,                0.99435,                0.99246,                0.93759,                0.35047,                0.24611,                0.87355,              0.0005731,              0.0005731,              0.0005731
                    123,                  0.497,                0.39054,                0.98459,                0.99529,                0.99305,                0.99345,                0.92535,                0.37953,                0.25699,                0.88515,             0.00056603,             0.00056603,             0.00056603
                    124,                0.50471,                0.39668,                0.98689,                0.99794,                0.99601,                0.99229,                0.93628,                0.34807,                0.24604,                0.87428,             0.00055895,             0.00055895,             0.00055895
                    125,                0.49619,                 0.3864,                 1.0001,                0.99562,                0.99601,                0.99204,                0.93385,                0.36066,                0.24556,                0.87701,             0.00055188,             0.00055188,             0.00055188
                    126,                0.50277,                0.38646,                0.99216,                0.99746,                0.99326,                0.99208,                0.94381,                0.33874,                0.24602,                0.87066,             0.00054481,             0.00054481,             0.00054481
                    127,                0.48874,                0.38678,                0.98552,                0.99732,                 0.9956,                0.99213,                 0.9419,                0.34105,                0.23799,                0.87089,             0.00053773,             0.00053773,             0.00053773
                    128,                  0.506,                0.39396,                  1.013,                 0.9985,                0.99202,                0.99402,                0.95026,                0.32922,                0.24097,                0.86649,             0.00053066,             0.00053066,             0.00053066
                    129,                0.49628,                0.37502,                0.98139,                0.99515,                0.99557,                0.99414,                0.94179,                0.34193,                0.24281,                0.86935,             0.00052359,             0.00052359,             0.00052359
                    130,                0.49666,                0.39366,                 1.0102,                0.99523,                0.99275,                0.99371,                0.94946,                0.32695,                0.24195,                0.86313,             0.00051651,             0.00051651,             0.00051651
                    131,                0.48941,                0.38209,                0.99112,                0.99805,                0.99601,                0.99268,                0.94448,                0.33365,                0.23356,                0.86448,             0.00050944,             0.00050944,             0.00050944
                    132,                 0.4981,                0.37397,                0.99704,                0.99755,                0.99601,                0.99306,                0.94955,                0.32689,                0.22867,                0.86006,             0.00050236,             0.00050236,             0.00050236
                    133,                0.45893,                0.36684,                0.98162,                0.99811,                0.99601,                0.99429,                0.95378,                0.31995,                 0.2321,                0.85622,             0.00049529,             0.00049529,             0.00049529
                    134,                0.48175,                0.37011,                0.99174,                0.99911,                0.99601,                0.99496,                0.94641,                 0.3332,                0.23328,                0.86629,             0.00048822,             0.00048822,             0.00048822
                    135,                0.47995,                0.37258,                0.97897,                0.99835,                0.99571,                0.99441,                0.95164,                 0.3256,                0.23538,                0.86278,             0.00048114,             0.00048114,             0.00048114
                    136,                0.48077,                0.36832,                0.98943,                0.99746,                  0.998,                  0.995,                0.95361,                0.32315,                0.22943,                0.85862,             0.00047407,             0.00047407,             0.00047407
                    137,                0.45526,                0.35149,                0.95723,                0.99823,                0.99601,                0.99442,                0.95479,                0.31336,                0.22299,                0.85332,               0.000467,               0.000467,               0.000467
                    138,                0.48796,                0.36116,                0.97371,                0.99848,                0.99601,                0.99494,                0.95114,                0.32666,                0.22977,                0.86344,             0.00045992,             0.00045992,             0.00045992
                    139,                 0.4586,                0.36474,                0.98209,                0.99811,                  0.998,                  0.995,                0.94908,                0.32602,                0.22687,                0.86489,             0.00045285,             0.00045285,             0.00045285
                    140,                0.45532,                0.34046,                0.96537,                0.99884,                  0.998,                  0.995,                0.95812,                0.30957,                0.22326,                0.85388,             0.00044578,             0.00044578,             0.00044578
                    141,                 0.4604,                0.35326,                0.98034,                0.99882,                  0.998,                  0.995,                0.95095,                0.32227,                0.22467,                0.85663,              0.0004387,              0.0004387,              0.0004387
                    142,                0.48023,                0.37206,                0.98373,                0.99777,                0.99558,                0.99483,                 0.9547,                0.30785,                0.21655,                0.85255,             0.00043163,             0.00043163,             0.00043163
                    143,                0.47723,                0.35911,                0.97204,                0.99868,                0.99401,                0.99261,                 0.9568,                0.30753,                0.21716,                0.85223,             0.00042456,             0.00042456,             0.00042456
                    144,                0.46711,                0.36256,                0.96594,                0.99893,                0.99417,                0.99272,                0.95504,                0.31475,                0.22274,                0.85439,             0.00041748,             0.00041748,             0.00041748
                    145,                0.46394,                0.35888,                 0.9751,                0.99893,                0.99422,                0.99492,                0.95768,                0.31226,                0.21837,                0.85134,             0.00041041,             0.00041041,             0.00041041
                    146,                0.45198,                 0.3434,                 0.9627,                0.99909,                0.99626,                  0.995,                 0.9632,                0.29646,                0.21298,                0.84749,             0.00040334,             0.00040334,             0.00040334
                    147,                0.45515,                0.34432,                0.96583,                0.99913,                0.99601,                0.99278,                0.95958,                0.30996,                0.21712,                0.85282,             0.00039626,             0.00039626,             0.00039626
                    148,                0.46665,                0.34904,                0.97454,                0.99898,                0.99601,                0.99266,                0.96472,                0.29528,                0.21445,                 0.8478,             0.00038919,             0.00038919,             0.00038919
                    149,                0.44963,                0.34506,                0.97192,                0.99872,                0.99601,                0.99263,                0.96502,                 0.2922,                0.21512,                0.84139,             0.00038211,             0.00038211,             0.00038211
                    150,                0.44701,                0.35051,                   0.98,                0.99866,                0.99601,                0.99496,                0.96606,                 0.2856,                0.21385,                0.83876,             0.00037504,             0.00037504,             0.00037504
                    151,                0.44898,                0.35146,                0.98324,                0.99895,                0.99601,                0.99253,                0.96796,                0.27457,                0.20887,                0.83507,             0.00036797,             0.00036797,             0.00036797
                    152,                0.43668,                0.34697,                0.97472,                0.99906,                0.99601,                0.99494,                0.96751,                0.27751,                0.21085,                0.83832,             0.00036089,             0.00036089,             0.00036089
                    153,                0.46164,                0.35365,                0.97164,                 0.9991,                0.99601,                0.99496,                0.96319,                0.28848,                0.21596,                 0.8406,             0.00035382,             0.00035382,             0.00035382
                    154,                0.43677,                0.33417,                0.96385,                0.99908,                0.99601,                0.99492,                0.97149,                0.27537,                0.20686,                0.83749,             0.00034675,             0.00034675,             0.00034675
                    155,                0.43162,                 0.3383,                0.95565,                0.99913,                0.99601,                0.99492,                0.97098,                0.28012,                0.20696,                0.83832,             0.00033967,             0.00033967,             0.00033967
                    156,                0.42987,                0.33516,                  0.955,                0.99904,                0.99601,                0.99262,                0.96706,                0.27482,                0.20905,                0.83729,              0.0003326,              0.0003326,              0.0003326
                    157,                 0.4416,                0.33524,                0.96175,                0.99901,                0.99601,                0.99266,                0.96419,                0.28759,                0.21018,                0.84104,             0.00032553,             0.00032553,             0.00032553
                    158,                0.42733,                0.33663,                0.95707,                0.99898,                0.99646,                  0.995,                 0.9704,                0.27174,                0.20748,                0.83578,             0.00031845,             0.00031845,             0.00031845
